__token__,__occurence__
Moria,2
offre-le,2
holocauste,86
t'indiquerai.,1
sellé,4
fendit,8
l'holocauste,93
aperçut,11
Restez,4
l'âne,20
voulons,8
jusque-là,4
adorer,17
reviendrons,3
vous.,8
lui-même,180
portait,29
couteau,4
l'agneau,14
verra,48
trouver,81
allaient,35
désigné,9
arrangea,2
lia,8
égorger,4
cria,36
refusé,18
unique.,1
buisson,12
cornes,50
l'offrit,5
Yahweh-Yiréh,1
vu.,1
juré,61
moi-même,64
sable,32
bord,85
possédera,8
obéi,20
voix.,1
levés,22
nouvelle,115
Hus,6
Buz,3
Camuel,3
Cased,1
Azau,1
Pheldas,1
Jedlaph,1
Bathuel.,1
Bathuel,9
Rébecca,1
Sa,82
concubine,22
Roma,1
Tabée,1
Gaham,1
Taas,1
Maacha,21
vingt-sept,2
telles,16
Qiriath-Arbé,1
deuil,82
pleurer,19
mort,589
hôte,5
accordez-moi,1
posséder,25
sépulcre,65
ôter,15
l'enterrer.,1
Ecoute-nous,1
prince,97
enterre,4
beau,28
sépulcres,29
refusera,3
déposer,4
mort.,5
prosternant,5
voulez,29
j'ôte,1
l'enterrer,5
écoutez-moi,7
priez,16
Ephron,8
Séor,2
céder,4
Macpéla,6
appartient,48
champ,118
l'argent,160
vaut,63
sépulture,18
moi.,8
Héthéen,21
entraient,13
écoute-moi,5
plaise,5
seulement,135
m'écouter,9
reçois-le,1
j'enterrerai,1
sicles,108
qu'est-ce,10
Enterre,1
pesa,1
savoir,111
cours,23
marchand,4
d'Ephron,6
confins,9
autour,203
propriété,37
enterra,5
demeura,40
avancé,12
ancien,12
administrait,1
Mets,14
cuisse,18
jurer,19
desquels,14
j'habite,7
patrie,11
voudra-t-elle,2
suivre,41
devrai-je,1
ramener,22
sorti,69
Garde-toi,15
d'y,15
enverra,16
ange,68
veut,72
dégagé,3
ramèneras,2
maître,266
prêta,2
route,89
disposition,9
S'étant,21
Mésopotamie,8
ployer,1
genoux,36
l'heure,45
sortent,23
puiser,12
veuillez,1
rencontrer,5
désire,26
usez,2
tiens,32
vont,51
dirai,36
Penche,1
cruche,23
boive,11
répondra,17
Bois,5
celle,130
destinée,11
connaîtrai,6
fini,18
l'épaule,14
Rebecca,33
figure,31
vierge,38
nul,95
connue,14
Permets,11
cruche.,1
s'empressant,1
d'abaisser,1
puiserai,2
aient,23
assez.,1
vider,4
l'abreuvoir,1
puisa,1
considérait,2
silence,48
réussir,9
voyage,39
non,303
anneau,17
d'or,278
poids,68
demi-sicle,4
bracelets,8
Dis-le-moi,1
puissions,8
Nachor.,1
paille,36
fourrage,10
abondance,34
nuit.,2
s'inclina,9
n'a,241
fidélité,71
Moi-même,3
maître.,3
raconter,12
Laban,60
l'anneau,2
ainsi.,1
restes-tu,1
préparé,28
chameaux.,1
débâta,1
servit,22
mangerai,7
n'aie,13
dire,307
Parle,49
comblé,9
bénédictions,18
parenté,4
répondu,34
fera,289
l'accorde,1
arrivant,3
daignez,7
Laisse-moi,18
n'avais,9
descendue,3
puisé,3
Abaissant,1
aussitôt,72
interrogée,1
incliné,4
vrai,69
user,7
déclarez-le-moi,2
sinon,27
tournerai,9
vient,222
pouvons,20
l'a,248
dit.,2
tira,21
objets,50
vêtements,220
riches,28
présents,50
burent,11
passèrent,31
Laissez-moi,3
retourner,34
demeure,188
quelques,35
dizaine,1
partira.,1
retardez,2
puisque,72
retourne,31
Appelons,1
demandons-lui,1
Veux-tu,10
partirai.,1
congédièrent,1
nourrice,7
bénirent,7
O,74
puisses-tu,2
milliers,41
myriades,10
Puisse,4
levées,2
montèrent,61
suivirent,18
emmena,22
Cependant,67
revenu,24
Chai-Roï,1
méditer,5
aperçu,14
sauta,1
bas,55
chameau,10
couvrit,23
raconta,18
conduisit,28
l'aima,6
consola,3
Cétura,4
Zamran,1
Jecsan,4
Madan,2
Madian,54
Jesboc,2
Sué,7
Assurim,1
Latusim,1
Laomim,1
Epha,4
Opher,1
Abida,2
Eldaa,1
concubines,13
expira,9
rassasié,31
réuni,12
l'enterrèrent,8
qu'Abraham,9
acheté,16
enterré,39
qu'avait,37
postérités,3
Nebaïoth,1
Cédar,12
Acibéel,1
Mabsam,2
Masma,4
Duma,4
Massa,4
Hadad,7
Théma,6
Jéthur,2
Naphis,3
Cedma,2
villages,60
campements,9
chefs,335
tribus,109
trente-sept,9
Ses,94
l'Egypte,103
l'Assyrie,9
s'étendit,7
l'Araméen,5
Paddan-Aram,10
implora,4
l'exauça,3
heurtaient,1
S'il,82
consulter,25
Deux,11
sépareront,2
l'emportera,5
devait,54
enfanter,13
jumeaux,6
roux,6
poil,24
l'appelèrent,4
Esaü,62
tenant,32
d'Esaü,29
Jacob,389
soixante,46
grandirent,2
habile,20
paisible,6
demeurant,12
affection,16
aimait,15
venaison,1
l'affection,3
faisait,89
potage,6
accablé,5
fatigue,10
roux-là,1
fatigué.,1
d'Edom,41
Vends-moi,1
d'abord,46
droit,219
d'aînesse.,1
d'aînesse,9
Jure-le-moi,1
d'abord.,1
jura,13
vendit,8
lentilles,4
but,16
qu'Esaü,3
méprisa,4
descends,19
Séjourne,1
pays-ci,2
contrées,14
tiendrai,6
gardé,37
commandements,155
statuts,2
lois.,1
questionnaient,1
pensait-il,1
tuent,5
prolongeait,2
qu'Abimélech,3
caresses,1
fallu,1
couche,63
aurais,6
péché.,2
Touchera,1
recueillit,5
année-là,9
centuple,3
s'enrichissant,1
menu,15
bétail,73
gros,24
portèrent,15
envie,15
qu'avaient,16
creusés,2
bouchèrent,2
remplissant,2
Va-t'en,3
nous.,10
établi,90
creusa,5
bouchés,1
donnés,39
creusèrent,5
querellèrent,2
L'eau,3
Eseq,1
autre,299
Sitna,1
Étant,6
parti,30
lequel,105
Rechoboth,1
prospérerons,1
pays.,8
Ochozath,1
ami,57
êtes-vous,28
haïssez,3
renvoyé,5
avons,295
clairement,5
fassions,3
Jure,1
t'avons,6
touché,26
laissé,61
prêtèrent,2
congédia,8
apporter,13
nouvelles,25
Creusaient,1
lis,19
l'eau.,1
Schibéa,1
nomme,8
Judith,1
Bééri,1
Basemath,7
d'Elon,3
d'amertume,10
obscurcis,4
lui–répondit,1
connais,68
armes,64
carquois,7
campagne,43
tue-moi,1
gibier,6
Fais-m'en,1
plat,31
goût,9
apporte-le-moi,1
bénisse,21
meure.,1
qu'Isaac,4
parlait,80
tuer,36
l'apporter,1
Apporte-moi,3
fais-m'en,1
écoute,65
commander,6
Va,108
prends-moi,1
beaux,23
chevreaux,5
porteras,16
mangera,69
velu,2
lisse,2
touchera,28
passerai,10
m'être,4
joué,8
j'attirerai,2
malédiction,54
bénédiction.,2
Ecoute,33
chevreaux.,1
habits,21
cadet,5
partie,64
cou,61
préparés,8
assieds-toi,7
chasse,30
bénisse.,4
Comment,94
vite,16
Approche,4
touche,24
non.,2
toucha,20
d'Esaü.,1
velues,1
Sers-moi,1
présenta,28
Approche-toi,4
baise-moi,1
baisa,14
l'odeur,9
rosée,32
froment,54
prosternent,9
Sois,33
bénira,19
bénir,22
venait,44
quitter,9
lorsqu'Esaü,1
l'apporta,1
lève,43
Esaü.,1
saisi,47
extrême,11
chassé,26
apporté,18
vinsses,1
effet.,1
Lorsqu'Esaü,1
plainte,17
amère,10
Bénis-moi,2
père.,5
Ton,78
ruse,9
l'appelle,7
supplanté,1
N'as-tu,8
réservé,6
pourvu,20
puis-je,9
Privée,1
privée,9
descend,21
épée,74
asservi,3
arrivera,65
secouant,2
joug,58
briseras,6
cou.,1
haine,32
donnée,60
cœur,230
approchent,4
tuerai,1
appeler,33
venger,5
tuant,4
lève-toi,25
resteras,5
fureur,88
apaisée,1
colère,332
détournée,13
oublié,31
t'enverrai,6
serais-je,4
dégoûtée,4
prend,57
celles-là,6
sert,22
prends-y,2
multiplier,6
deviennes,2
possèdes,3
envoyé,178
bénissant,2
obéissant,8
déplaisaient,1
déjà,96
Mahéleth,1
Nabaïoth,4
chevet,8
coucha,55
échelle,1
posée,9
touchait,15
montaient,18
descendaient,5
haut,145
Ta,36
t'étendras,1
l'occident,57
garderai,4
partout,38
ramènerai,34
t'abandonnerai,4
s'éveilla,4
Certainement,11
savais,14
Saisi,1
redoutable,23
versa,11
l'huile,113
primitivement,2
s'appelait,40
Luz,8
voeu,33
garde,230
vêtir,4
heureusement,3
dressée,10
paierai,6
donnerez.,1
abreuvait,1
l'ouverture,10
réunissaient,1
roulait,3
remettait,4
Haran.,1
Connaissez-vous,1
connaissons.,1
Est-il,14
santé,9
Rachel,46
brebis.,3
moment,63
rassembler,14
abreuvez,1
retournez,7
paître.,1
rassemblés,19
roule,6
abreuverons,1
s'entretenait,4
bergère,1
roula,3
abreuva,1
baisers,4
chair.,2
serviras,14
Dis-moi,5
quel,102
salaire.,1
nommait,13
Lia,32
malades,33
taille,33
servirai,4
Mieux,20
l'aimait,6
accompli,32
j'irai,20
elle.,2
réunit,8
prenant,70
Zelpha,7
N'est-ce,63
servi,24
trompé,9
Achève,1
semaine,8
donnerons,6
service,197
années.,1
acheva,8
haïe,7
féconde,3
tandis,63
Ruben,70
regardé,19
m'aimera.,1
j'étais,46
celui-là,32
Siméon,45
Lévi,76
louerai,22
Juda,807
n'enfantait,1
d'enfant,5
jalouse,1
meurs,5
s'enflamma,30
Suis-je,7
fécondité,1
enfante,24
j'aurai,45
famille.,1
lutté,3
l'encontre,2
emporté.,2
Nephthali,35
cessé,20
Quelle,43
fortune,5
Gad,71
Pour,162
bonheur,53
bienheureuse.,1
Aser,20
blés,7
mandragores,6
prennes,4
viendras,15
loué,4
exauça,4
salaire,59
Issachar,18
don,51
Zabulon,48
Dina,9
ôté,21
opprobre.,1
Joseph,258
m'ajoute,1
lesquels,43
irai,5
observé,31
fixe-moi,1
qu'est,16
accru,2
travaillerai-je,1
donnerai-je,2
m'accordes,1
recommencerai,1
paître,39
travers,27
mettant,24
agneaux,87
tachetée,1
marquetée,1
noire,2
chèvres,14
marqueté,2
tacheté,2
droiture,44
témoignera,1
demain,46
reconnaître,14
noir,9
vol,7
parole.,2
boucs,44
rayés,5
marquetés,4
tachetées,2
marquetées,1
blanc,23
journées,12
baguettes,6
vertes,2
peuplier,2
d'amandier,7
platane,3
pela,1
bandes,17
blanches,6
pelées,1
rigoles,1
abreuvoirs,3
venaient,23
entrant,12
faisaient,52
tachetés,6
mettait,17
tournait,17
rayé,1
joignit,7
vigoureuses,4
entrassent,1
chétives,2
chétifs,2
vigoureux,8
propos,24
disaient,98
richesse.,1
remarqua,2
n'était,64
auparavant,38
qu'auparavant,3
savez,64
vous-mêmes,66
pouvoir,85
changeant,2
causer,7
préjudice,24
rayées,1
entrent,14
levai,9
vis,80
béliers,76
répondis,16
couvrent,16
oint,30
sors,21
naissance.,1
héritage,161
sommes-nous,14
regardées,1
étrangères,19
puisqu'il,17
vendues,1
D'ailleurs,3
enlevé,38
l'avons,25
ordonné.,5
possédait,7
allé,53
tondre,2
déroba,5
théraphim,15
trompa,1
l'informant,1
dirigea,8
Galaad,112
annonça,12
enfui,18
l'atteignit,2
atteignit,4
sienne,5
abusé,2
captives,4
prises,8
secrètement,5
m'avertir,1
t'aurais,4
l'allégresse,49
chants,27
tambourin,8
embrasser,2
Vraiment,5
insensé,43
languissais,1
dérobé,9
dieux,214
j'avais,71
m'enlèverais,1
trouveras,15
vivra,37
reconnais,9
t'appartient,5
prends-le.,1
ignorait,2
dérobés.-,1
selle,3
assise,19
fouilla,2
s'irrite,8
ordinaire,4
chercha,11
adressa,13
Quel,52
quelle,71
faute,58
t'acharnes,1
fouillé,1
effets,5
qu'as-tu,9
Produis-le,1
juges,47
passés,12
avorté,1
déchiré,13
rapporté,10
supporté,3
perte,20
réclamais,1
J'étais,21
dévoré,28
fuyait,5
quatorze,25
changé,22
Terreur,5
n'eût,7
m'aurais,1
souffrance,25
jugé,26
Jacob.,2
ferais-je,5
enfantés,8
témoin,59
Amassez,1
pierres.,1
monceau,28
Yegar-Sahadutha,1
Mitspa,1
surveille,5
serons,27
séparés,14
maltraites,1
d'autres,145
n'avancerai,1
delà,74
n'avanceras,1
sacrifice,266
invita,5
repas,25
rencontrèrent,7
camp,195
Maha-ïm,1
messagers,86
Seïr,2
direz,29
séjourné,6
j'y,28
resté,26
informer,17
yeux.,3
revinrent,31
allés,40
hommes.,1
l'angoisse,39
camps,11
frappe,46
restera,60
sauvé.,1
grâces,81
bâton,59
Délivrez-moi,1
vienne,57
frapper,33
pareille,25
compter.,1
chamelles,1
allaitaient,2
vaches,19
taureaux,54
ânons,3
Passez,10
laissez,22
intervalle,1
rencontrera,3
demandera,8
répondras,9
envoie,20
suivaient,13
parlerez,16
rencontrerez,3
l'apaiserai,1
verrai,13
fera-t-il,11
accueil.,1
onze,17
gué,1
Jabot,1
torrent,79
lutta,3
l'aurore,27
Voyant,17
pouvait,37
vaincre,8
l'articulation,4
hanche,10
démit,1
luttait,1
lève.,1
laisserai,26
m'aies,4
béni.,1
Israël,798
combattu,10
l'interrogea,8
Fais-moi,9
connaître,151
nom.,2
demandes-tu,2
Phanuel,11
sauve.,1
boitait,1
d'Israël,1714
mangent,34
nerf,2
distribué,3
groupes,5
enfin,7
Lui-même,1
courba,2
fût,89
l'embrassa,1
pleurèrent,11
accordés,4
s'approchèrent,34
prosternèrent,21
joseph,5
veux-tu,11
rencontré,10
seigneur.,5
l'abondance,24
accepte,3
voit,69
accueilli,5
favorablement,2
Accepte,2
amenée,1
accordé,16
manque,26
rien.,3
pressa,5
accepta,1
Partons,1
mettons-nous,1
marcherai,13
délicats,5
chargé,22
allaitent,4
pressait,5
périrait,1
devants,4
suivrai,6
doucement,4
j'arrive,3
Séir.,1
moins,63
Socoth,6
cabanes,1
retour,58
campa,6
acheta,4
Hémor,12
késitas,2
pièce,18
El-Elohé-Israël,1
enfantée,4
Hévéen,4
aperçue,3
l'enleva,3
s'attacha,6
aima,5
Prends-moi,1
femme.,2
outragé,14
garda,5
revenus,18
apprirent,20
outrés,1
commis,82
infamie,8
L'âme,6
attachée,17
donnez-la-lui,1
Alliez-vous,1
donnerez,25
prendrez,15
nôtres,8
habiterez,18
trafiquer,2
propriétés.,1
Exigez,1
d'achat,1
donnez-moi,7
parlèrent,25
déshonoré,12
opprobre,22
consentirons,1
condition,10
deveniez,4
prendrons,6
vôtres,7
habiterons,2
formerons,1
écouter,26
reprendrons,1
irons.,1
tarda,2
épris,4
considéré,16
rendirent,27
gens-là,12
pacifiques,43
s'établissent,2
trafiquent,1
vaste,10
consentiront,1
eux-mêmes,62
somme,8
seront-ils,3
accédons,1
sortaient,17
écoutèrent,5
sortant,20
souffrants,1
tuèrent,31
jetèrent,30
morts,192
pillèrent,7
emmenèrent,7
butin,66
trouvait,48
maisons,180
troublé,13
rendant,18
odieux,8
s'assembleront,5
maison.,1
Traitera-t-on,1
prostituée,30
monte,58
demeures-y,1
dresse,13
t'est,14
fuyais,2
'ton,1
Otez,6
purifiez-vous,3
changez,2
lèverons,1
monterons,9
dresserai,4
exaucé,14
angoisse,14
fait.,1
donnèrent,46
boucles,7
oreilles,121
enfouit,1
térébinthe,13
répandit,40
d'alentour,20
El-Béthel,1
Débora,10
enterrée,4
auquel,20
Chêne,1
pleurs,21
multiplie,12
assemblée,66
reins,68
libation,33
certaine,8
distance,21
d'arriver,6
Ephrata,3
accouchement,1
Pendant,82
douleurs,32
l'enfantement,6
sage-femme,4
avoir.,1
mourante,1
Bénoni,1
Benjamin,161
d'Ephrata,5
Bethléem,41
Tombe,2
subsiste,30
Migdal-Eder,1
qu'Israël,19
l'apprit,6
Qiryath-Arbé,1
quatre-vingts,11
Edom,45
Oolibama,5
d'Ana,9
Sébéon,8
Eliphaz,10
Rahuel,8
Jéhus,8
Ihélon,3
Coré,43
demeurassent,1
séjournaient,1
suffire,3
d'Ada,3
d'Eliphaz,5
Théman,15
Omar,3
Sépho,3
Gatham,2
Cénez,10
Thamna,14
Amalech,2
Nahath,5
Zara,15
Samma,10
Méza,3
d'Oolibama,3
issues,8
issus,12
Horréen,1
Lotan,7
Sobal,9
Ana,6
Dison,7
Eser,3
Disan,5
Hori,2
Héman,13
Thamma,4
-Voici,2
Alvan,1
Manahat,1
Onam,2
Aja,1
chaudes,1
Hamdan,1
Eséban,2
Jéthram,1
Charan,2
d'Eser,2
Balan,3
Zavan,2
Acan,1
régné,9
régnât,4
Béla,11
Béor,9
régna,161
Denaba,1
Bosra,9
Husam,3
Thémanites,2
-Husam,1
Adad,8
Badad,2
défit,3
Avith,2
Semla,3
Masréca,2
-Semla,1
Saül,426
Rohoboth,2
-Saül,1
Balanan,5
d'Achor,7
Hadar,1
Phaü,1
Méétabel,2
Matred,2
Mézaab,2
territoires,9
d'après,89
Alva,2
Jétheth,2
Ela,9
Phinon,2
Mabsar,2
Magdiel,2
Hiram,34
d'Édom,1
demeures,23
occupent,1
dix-sept,9
bruits,7
couraient,6
robe,43
longue,18
qu'eux,13
pouvaient,20
amicalement,2
haïrent,3
davantage,14
Ecoutez,51
étions,41
lier,15
gerbes,13
gerbe,8
levée,26
tenue,3
l'ont,70
entourée,3
prosternées,1
régneras,4
est-ce,37
domineras,3
songes,16
lune,54
prosternaient,3
réprimanda,3
signifie,18
Faudra-t-il,1
venions,4
prosterner,26
jaloux,23
conservait,3
Tes,70
paissent-ils,1
t'envoie,15
état,41
apporteras,5
nouvelles.,1
l'envoya,16
d'Hébron,15
questionna,1
cherches-tu,1
cherche,55
indique-moi,2
troupeau.,2
d'ici,24
entendus,3
Dothaïn.,1
Dothaïn,1
l'aperçurent,1
complotèrent,1
arrive,63
Venez,42
tuons-le,4
jetons-le,2
citernes,9
dirons,3
féroce,8
verrons,6
délivra,18
frappons,1
versez,3
jetez-le,3
citerne,33
portez,8
dessein,50
délivrer,41
–,160
dépouillèrent,4
s'assirent,8
Levant,2
caravane,3
d'Ismaélites,1
chargés,27
d'astragale,1
baume,7
ladanum,2
transportaient,1
gagnerons-nous,1
cacher,22
vendre,12
Ismaélites,5
portons,2
l'écoutèrent,1
marchands,18
madianites,1
tirèrent,10
remonter,17
vendirent,5
déchira,27
étant,206
retourné,17
irai-je,2
bouc,49
plongèrent,2
envoyèrent,39
Une,80
sac,45
consoler,14
refusa,11
consolé,7
descendrai,6
morts.,1
Madianites,6
Putiphar,5
officier,9
gardes,53
s'éloignant,4
jusqu'auprès,1
d'Odollam,5
Hira,5
Chananéen,9
Her,11
Onan,8
Séla,83
Achzib,2
Thamar,23
méchant,128
remplis,33
devoir,8
beau-frère,7
suscite,8
savait,24
souillait,2
action,21
Demeure,84
veuve,56
grand.,1
faut,81
meure,29
tondaient,1
l'Odollamite,2
informa,8
beau-père,23
enveloppée,4
d'Enaïm,1
mauvaise,45
couvert,38
donneras-tu,2
chevreau,16
donnes,15
gage,23
l'envoies.,1
dois-je,11
cordon,11
retirer,17
interrogea,7
Enaïm,2
prostituée.,2
trouvée,9
Qu'elle,12
moque,9
trouvée.,1
Environ,6
suite,51
prostitutions.,1
Faites-la,3
brûlée.,1
l'emmenait,1
appartiennent,11
Regarde,10
ajouta-t-elle,1
bâton.,1
d'enfanter,1
l'accouchement,1
attacha,6
écarlate,31
premier.,1
retira,42
sortit.,1
brèche,20
Pharès,16
Egyptien,6
l'acheta,2
l'y,14
amené,23
prospérer,4
l'Egyptien,9
employé,3
l'établit,8
l'eut,19
l'Égyptien,4
abandonna,6
s'informant,1
prenait,11
corps,255
Couche,2
s'informe,1
remis,39
interdit,3
pécherais-je,1
Quoiqu'elle,1
parlât,2
consentit,6
entré,46
saisit,42
vêtement,82
laissa,45
Hébreu,6
folâtrer,2
cris,147
j'élevais,1
criais,1
dehors.,2
posa,14
rentrât,1
paroles-là,1
hébreu,10
jeté,62
prison,84
détenus,1
prisonniers,23
surveillance,9
regardait,9
l'échanson,1
panetier,2
offensèrent,1
officiers,24
échansons,8
panetiers,5
enfermer,3
enfermé,10
établit,39
servait,7
certain,9
L'échanson,1
enfermés,4
sien,5
signification,5
différente,1
tristes,1
avez-vous,31
triste,15
personne,348
l'expliquer.,1
qu'appartiennent,1
interprétations,1
Racontez-moi,1
songe.,1
Dans,117
cep,6
branches,48
poussa,24
bourgeons,3
fleur,78
grappes,9
raisins,25
mûrs,2
coupe,87
pressai,1
jus,9
Pharaon.,3
l'interprétation,4
Encore,20
relèvera,9
rétablira,4
charge,42
mettras,47
office,4
étais,24
échanson,20
souviens,9
daignes,2
rappelle-moi,1
souvenir,51
fais-moi,14
rapt,1
Hébreux,23
m'ait,3
prison.,1
interprétation,3
favorable,26
corbeilles,12
corbeille,21
trouvaient,49
sortes,45
pâtisseries,1
mangeaient,13
tête.,3
enlèvera,16
pendra,1
dévoreront,15
rétablit,6
d'échanson,1
pendre,4
l'oublia,1
écoulés,6
grasses,9
verdure,16
qu'après,16
laides,5
maigres,8
mettre,117
dévorèrent,5
rendormit,1
épis,22
s'élevaient,10
tige,14
gras,22
brûlés,11
d'orient,13
poussaient,8
engloutirent,2
pleins,42
l'esprit,122
agité,7
scribes,13
sages,67
put,17
expliquer,5
rappeler,8
fautes,21
m'avait,11
eûmes,2
rêvâmes,1
racontâmes,1
interpréta,1
interprété,1
poste,22
pendit.,1
hâte,29
rasa,6
interpréter,2
entends,13
l'interprètes.,1
réponse,32
tenais,6
apparence,8
d'aspect,3
décharnées,1
pareilles,10
laideur,1
premières,25
celles-ci,4
parût,1
entrées,5
aspect,15
laid,1
m'éveillai,1
raconté,9
l'explique.,1
vides,15
dite,55
Sept,10
oubliera,1
consumera,9
s'apercevra,1
suivra,3
répété,2
décidée,1
hâtera,1
l'exécuter,3
intelligent,30
sage,108
l'établisse,1
établisse,2
